Email;Event;EyeCenter0X;EyeCenter0Y;EyeCenter0Z;EyeCenter1X;EyeCenter1Y;EyeCenter1Z;Framecount;GazeConfidence;GazeDistance;GazeNormal0X;GazeNormal0Y;GazeNormal0Z;GazeNormal1X;GazeNormal1Y;GazeNormal1Z;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;LocalGazeDirectionX;LocalGazeDirectionY;LocalGazeDirectionZ;PupilTime;PupilTimeSample;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;Timestamp;UnityToPupilTimeOffset;ViewportLowerLeftX;ViewportLowerLeftY;ViewportLowerLeftZ;ViewportLowerMiddleX;ViewportLowerMiddleY;ViewportLowerMiddleZ;ViewportLowerRightX;ViewportLowerRightY;ViewportLowerRightZ;ViewportUpperLeftX;ViewportUpperLeftY;ViewportUpperLeftZ;ViewportUpperMiddleX;ViewportUpperMiddleY;ViewportUpperMiddleZ;ViewportUpperRightX;ViewportUpperRightY;ViewportUpperRightZ;WorldGazeDirectionX;WorldGazeDirectionY;WorldGazeDirectionZ;WorldGazeHitObjectIsMole;WorldGazeHitObjectIsWall;WorldGazeHitObjectMoleID;WorldGazeHitObjectName;WorldGazeHitPositionX;WorldGazeHitPositionY;WorldGazeHitPositionZ;WorldGazeOriginX;WorldGazeOriginY;WorldGazeOriginZ
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6411;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0373;1.2121;-0.2045;355.2013;15.8017;1.2989;0.0322;0.7017;0.0257;0.0099;0.0004;0.0034;-0.4056;0.9994;0.3244;331.8895;338.4622;357.4400;0.0651;1.6764;1.1030;NULL;NULL;NULL;NULL;NULL;0.1191;0.0140;0.0017;4.1174;1.9667;6.4756;0.0000;0.0000;0.0000;0.0055;0.0011;0.0021;0.4410;1.0063;0.2986;335.7876;18.4456;358.5194;0.1330;0.8166;0.0318;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.5214;NULL;-1.1139;-0.1780;4.7136;1.2760;-1.7293;3.6104;3.8464;0.1556;3.2087;-1.7959;3.1199;5.3583;1.5891;5.5351;5.2127;3.8573;3.2191;3.4849;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6412;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0382;1.2118;-0.2047;355.3311;16.1127;1.3800;0.1297;0.3110;0.0811;0.0088;0.0004;0.0035;-0.4143;0.9998;0.3210;331.7143;337.3495;357.5445;0.1751;1.1126;0.1045;NULL;NULL;NULL;NULL;NULL;0.1019;0.0182;0.0012;4.2193;1.9848;6.4744;0.0000;0.0000;0.0000;0.0024;0.0011;0.0017;0.4435;1.0075;0.2969;335.3850;18.2452;358.7528;0.4026;0.2004;0.2334;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.5584;NULL;-1.0846;-0.1918;4.7161;1.3003;-1.7384;3.5957;3.8671;0.1493;3.1846;-1.7655;3.1039;5.3730;1.6170;5.5220;5.2149;3.8773;3.2121;3.4685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6413;0.8955;0.0817;0.1797;-0.9837;-0.0051;0.8360;0.1329;0.5324;0.0385;1.2115;-0.2048;355.4778;16.0432;1.3270;0.1468;0.0695;0.0529;0.0073;0.0006;0.0030;-0.4216;1.0004;0.3180;331.6924;336.4940;358.0280;0.0219;0.8556;0.4835;0.7517;-0.5691;0.3333;270241.782039;270241.6902725;0.0438;0.0184;0.0004;4.2630;2.0032;6.4748;0.0000;0.0000;0.0000;0.0004;0.0000;0.0004;0.4439;1.0075;0.2965;335.4530;17.9418;358.8794;0.0680;0.3034;0.1266;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.5884;270113.136469653;-1.0929;-0.2012;4.7115;1.2909;-1.7492;3.5908;3.8612;0.1354;3.1871;-1.7694;3.0942;5.3748;1.6171;5.5072;5.2264;3.8760;3.1976;3.4778;0.8387;-0.5235;0.1498;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0385;1.2115;-0.2048
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6414;0.8427;0.0819;0.1052;-0.9940;0.0307;0.8347;0.0196;0.5504;0.0385;1.2113;-0.2050;355.4721;15.9016;1.3132;0.0057;0.1416;0.0138;0.0061;0.0008;0.0026;-0.4277;1.0012;0.3154;331.6343;335.5667;358.7393;0.0581;0.9273;0.7113;0.6709;-0.6430;0.3694;270241.819031;270241.72497;0.0086;0.0001;0.0002;4.2716;2.0031;6.4750;0.0000;0.0000;0.0000;0.0007;0.0001;0.0001;0.4446;1.0075;0.2964;335.5331;17.9620;358.2853;0.0800;0.0202;0.5941;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.6262;270113.136469653;-1.1054;-0.2003;4.7087;1.2808;-1.7489;3.5942;3.8525;0.1350;3.1966;-1.7829;3.0953;5.3698;1.6044;5.5076;5.2294;3.8672;3.1972;3.4869;0.7737;-0.5963;0.2140;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0385;1.2113;-0.2050
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6415;0.9197;0.0660;-0.0167;-0.9970;0.0757;0.8631;-0.0442;0.5031;0.0380;1.2112;-0.2051;355.5373;15.4673;1.3285;0.0652;0.4343;0.0153;0.0073;0.0010;0.0033;-0.4350;1.0022;0.3121;331.4646;334.3778;358.8726;0.1697;1.1888;0.1334;0.6231;-0.6912;0.3661;270241.857434;270241.7664745;0.0540;0.0165;0.1124;4.2176;1.9866;6.3625;0.0000;0.0000;0.0000;0.0014;0.0001;0.0005;0.4459;1.0076;0.2959;335.3842;18.5975;357.9765;0.1489;0.6355;0.3087;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.6642;270113.136469653;-1.1431;-0.2061;4.6981;1.2515;-1.7536;3.5998;3.8262;0.1307;3.2239;-1.8254;3.0888;5.3579;1.5631;5.5010;5.2460;3.8388;3.1926;3.5179;0.7272;-0.6460;0.2321;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0380;1.2112;-0.2051
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6416;0.8987;0.0626;-0.0314;-0.9979;0.0568;0.8672;-0.0117;0.4979;0.0371;1.2111;-0.2052;355.5957;14.8779;1.3338;0.0584;0.5894;0.0052;0.0058;0.0012;0.0024;-0.4408;1.0034;0.3097;331.2533;333.4756;358.2200;0.2114;0.9022;0.6526;0.6390;-0.6833;0.3534;270241.886523;270241.794164;0.0223;0.0002;0.0023;4.2399;1.9868;6.3602;0.0000;0.0000;0.0000;0.0001;0.0009;0.0004;0.4460;1.0067;0.2963;335.9133;18.5350;357.4583;0.5291;0.0625;0.5183;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.6932;270113.136469653;-1.1946;-0.2109;4.6841;1.2109;-1.7578;3.6090;3.7897;0.1265;3.2615;-1.8830;3.0834;5.3403;1.5068;5.4951;5.2656;3.7997;3.1880;3.5586;0.7364;-0.6391;0.2220;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0371;1.2111;-0.2052
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6417;0.8832;0.0554;-0.1230;-0.9877;-0.0961;0.8614;0.0144;0.5078;0.0367;1.2111;-0.2054;355.5847;14.5467;1.2722;0.0110;0.3312;0.0616;0.0048;0.0004;0.0011;-0.4457;1.0038;0.3085;331.6068;333.0081;358.6133;0.3535;0.4675;0.3932;0.6433;-0.7165;0.2697;270241.914033;270241.803523;0.0010;0.0159;0.0003;4.2409;1.9709;6.3605;0.0000;0.0000;0.0000;0.0003;0.0017;0.0009;0.4457;1.0050;0.2973;336.2427;18.4445;357.5303;0.3294;0.0906;0.0721;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.7202;270113.136469653;-1.2250;-0.2075;4.6774;1.1852;-1.7571;3.6171;3.7678;0.1244;3.2838;-1.9141;3.0878;5.3279;1.4785;5.4962;5.2720;3.7792;3.1861;3.5796;0.7190;-0.6792;0.1471;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0367;1.2111;-0.2054
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6418;0.9651;0.0525;-0.1388;-0.9828;-0.1215;0.8612;0.0457;0.5062;0.0365;1.2110;-0.2055;355.5728;14.3307;1.2923;0.0118;0.2160;0.0201;0.0043;0.0000;0.0008;-0.4500;1.0039;0.3077;331.9300;332.5593;359.1724;0.3232;0.4488;0.5591;0.6626;-0.7060;0.2499;270241.944471;270241.8133515;0.0044;0.0285;0.0000;4.2365;1.9424;6.3605;0.0000;0.0000;0.0000;0.0005;0.0012;0.0002;0.4462;1.0038;0.2975;336.3384;18.8324;357.3158;0.0957;0.3879;0.2145;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.7512;270113.136469653;-1.2430;-0.2074;4.6726;1.1718;-1.7563;3.6216;3.7549;0.1262;3.2978;-1.9357;3.0877;5.3203;1.4561;5.4974;5.2768;3.7640;3.1879;3.5932;0.7322;-0.6695;0.1252;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0365;1.2110;-0.2055
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6419;0.7872;0.0539;-0.1100;-0.9862;-0.1234;0.8341;0.1237;0.5375;0.0358;1.2112;-0.2054;355.5382;13.9593;1.2753;0.0346;0.3714;0.0170;0.0062;0.0003;0.0012;-0.4562;1.0035;0.3065;332.3623;331.7008;359.1095;0.4323;0.8585;0.0628;0.6833;-0.6723;0.2849;270241.977435;270241.8923735;0.0097;0.0207;0.0007;4.2463;1.9217;6.3599;0.0000;0.0000;0.0000;0.0014;0.0020;0.0008;0.4476;1.0018;0.2983;336.8847;19.2324;357.1457;0.5463;0.4000;0.1701;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.7837;270113.136469653;-1.2756;-0.2039;4.6652;1.1457;-1.7538;3.6309;3.7312;0.1281;3.3227;-1.9721;3.0917;5.3062;1.4203;5.5009;5.2831;3.7387;3.1900;3.6162;0.7583;-0.6328;0.1568;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0358;1.2112;-0.2054
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6420;0.8386;0.0529;-0.1088;-0.9865;-0.1228;0.8240;0.1618;0.5430;0.0352;1.2115;-0.2054;355.3978;13.7912;1.2606;0.1404;0.1680;0.0148;0.0048;0.0000;0.0010;-0.4610;1.0035;0.3055;332.5311;331.3143;358.5483;0.1687;0.3866;0.5612;0.6950;-0.6558;0.2948;270242.006463;270241.9073185;0.0238;0.0350;0.0035;4.2700;1.8867;6.3564;0.0000;0.0000;0.0000;0.0010;0.0022;0.0007;0.4486;0.9996;0.2990;337.3302;19.3809;357.4308;0.4455;0.1485;0.2851;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.8133;270113.136469653;-1.2900;-0.1922;4.6647;1.1349;-1.7437;3.6413;3.7206;0.1383;3.3362;-1.9895;3.1048;5.2956;1.4021;5.5151;5.2767;3.7262;3.2009;3.6222;0.7711;-0.6146;0.1662;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0352;1.2115;-0.2054
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6421;0.8156;0.0497;-0.1346;-0.9842;-0.1152;0.8225;0.1852;0.5378;0.0350;1.2117;-0.2054;355.3532;13.7302;1.2953;0.0446;0.0610;0.0347;0.0044;0.0004;0.0014;-0.4654;1.0039;0.3041;332.4395;330.9831;358.7359;0.0916;0.3312;0.1876;0.6982;-0.6497;0.3007;270242.130528;270241.941202;0.0167;0.0367;0.0024;4.2868;1.8500;6.3540;0.0000;0.0000;0.0000;0.0011;0.0018;0.0007;0.4497;0.9978;0.2997;337.5642;19.5091;357.2272;0.2340;0.1282;0.2035;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.9371;270113.136469653;-1.2941;-0.1900;4.6643;1.1330;-1.7404;3.6443;3.7176;0.1435;3.3406;-1.9968;3.1068;5.2924;1.3930;5.5197;5.2755;3.7206;3.2063;3.6248;0.7757;-0.6073;0.1719;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0350;1.2117;-0.2054
test@gmail.com;Sample;0.0319;0.0054;-0.0145;-0.0352;-0.0051;0.0155;6422;0.8115;0.0421;-0.2054;-0.9749;-0.0857;0.8585;0.1723;0.4830;0.0219;1.2111;-0.2019;355.9007;6.1755;1.3968;0.5475;7.5547;0.1015;0.0163;0.0014;0.0048;-0.4818;1.0053;0.2994;332.2368;329.0712;359.4991;0.2028;1.9119;0.7632;0.7166;-0.6474;0.2597;270242.165062;270242.04751;0.0202;0.0306;0.0034;4.3070;1.8194;6.3506;0.0000;0.0000;0.0000;0.0027;0.0023;0.0001;0.4523;0.9956;0.2996;337.6263;19.8114;356.5964;0.0621;0.3023;0.6309;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:09.9723;270113.136469653;-1.9342;-0.2371;4.4372;0.6069;-1.7787;3.7299;3.2076;0.1065;3.7865;-2.7157;3.0539;4.9995;0.6452;5.4650;5.4513;3.1711;3.1664;4.0983;0.7606;-0.6095;0.2236;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;0.0219;1.2111;-0.2019
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6423;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0095;1.2093;-0.1996;356.8261;358.2529;0.8579;0.9255;352.0774;0.5388;0.0019;0.0005;0.0007;-0.4836;1.0058;0.2987;331.8464;328.9542;359.9407;0.3904;0.1171;0.4416;NULL;NULL;NULL;NULL;NULL;0.0434;0.0363;0.0074;4.3504;1.7832;6.3432;0.0000;0.0000;0.0000;0.0000;0.0005;0.0010;0.4523;0.9961;0.2985;337.5407;19.6928;356.8905;0.0856;0.1186;0.2942;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.0043;NULL;-2.5830;-0.2868;4.0999;0.0178;-1.8457;3.7256;2.6022;0.0096;4.1725;-3.4056;3.0038;4.6027;-0.1184;5.3704;5.5546;2.5500;3.0647;4.5265;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6424;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0028;1.2083;-0.1990;357.4548;350.8286;0.8979;0.6287;7.4243;0.0399;0.0003;0.0006;0.0001;-0.4840;1.0052;0.2988;331.8876;329.3322;359.5841;0.0413;0.3780;0.3566;NULL;NULL;NULL;NULL;NULL;0.0012;0.0091;0.0002;4.3492;1.7923;6.3434;0.0000;0.0000;0.0000;0.0005;0.0007;0.0010;0.4518;0.9968;0.2976;337.3942;19.4567;356.8282;0.1465;0.2361;0.0623;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.0523;NULL;-3.1254;-0.3374;3.7132;-0.4942;-1.8894;3.6614;2.0063;-0.0365;4.4583;-4.0140;2.9466;4.1408;-0.8831;5.3061;5.5347;1.9014;3.0145;4.8352;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6425;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0137;1.2076;-0.2004;357.8793;344.9196;0.9831;0.4245;5.9090;0.0852;0.0006;0.0013;0.0001;-0.4845;1.0038;0.2987;332.1247;329.2198;359.7200;0.2371;0.1124;0.1359;NULL;NULL;NULL;NULL;NULL;0.0092;0.0118;0.0015;4.3400;1.8041;6.3449;0.0000;0.0000;0.0000;0.0009;0.0007;0.0007;0.4509;0.9975;0.2969;337.2418;19.1125;357.0892;0.1524;0.3442;0.2610;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.1123;NULL;-3.5169;-0.3740;3.3592;-0.8892;-1.9187;3.5679;1.5099;-0.0648;4.6304;-4.4559;2.9045;3.7153;-1.4929;5.2623;5.4399;1.3565;2.9831;5.0152;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;NULL;NULL;NULL;NULL;NULL;NULL;6426;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0156;1.2075;-0.2018;357.9518;344.2962;1.4617;0.0725;0.6234;0.4786;0.0012;0.0000;0.0012;-0.4834;1.0038;0.2975;331.7876;329.5520;359.5096;0.3371;0.3322;0.2104;NULL;NULL;NULL;NULL;NULL;0.0150;0.0105;0.0033;4.3250;1.8145;6.3482;0.0000;0.0000;0.0000;0.0001;0.0004;0.0004;0.4509;0.9970;0.2973;337.3493;19.0971;357.1639;0.1076;0.0154;0.0747;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.1453;NULL;-3.5429;-0.4000;3.3223;-0.9047;-1.9224;3.5604;1.4674;-0.0474;4.6462;-4.5130;2.8709;3.6650;-1.5883;5.2551;5.4184;1.2844;2.9995;5.0262;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6427;0.8157;0.1090;-0.2662;-0.7903;0.5518;0.3483;-0.0551;0.9358;-0.0153;1.2077;-0.2016;357.8961;344.5988;1.5102;0.0557;0.3026;0.0486;0.0004;0.0002;0.0002;-0.4830;1.0036;0.2973;331.6375;329.6464;359.6407;0.1501;0.0944;0.1310;-0.0073;-0.4882;0.8727;270242.376304;270242.2961835;0.0011;0.0072;0.0001;4.3261;1.8073;6.3481;0.0000;0.0000;0.0000;0.0003;0.0004;0.0004;0.4512;0.9966;0.2978;337.5181;19.1885;357.3633;0.1688;0.0915;0.1993;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.1833;270113.136469653;-3.5229;-0.3976;3.3430;-0.8826;-1.9183;3.5688;1.4941;-0.0407;4.6399;-4.4930;2.8731;3.6871;-1.5604;5.2610;5.4222;1.3114;3.0065;5.0173;-0.2310;-0.4558;0.8596;NULL;FALSE;701;DiskMole(Clone);1.9192;-0.7463;6.4922;-0.0153;1.2077;-0.2016
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6428;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0139;1.2080;-0.2017;357.7460;345.7227;1.7304;0.1501;1.1239;0.2202;0.0002;0.0007;0.0000;-0.4828;1.0029;0.2973;331.5481;329.8062;359.6860;0.0894;0.1598;0.0453;-0.0046;-0.4157;0.9095;270242.405339;270242.3004675;0.0043;0.0056;0.0008;4.3304;1.8017;6.3473;0.0000;0.0000;0.0000;0.0003;0.0006;0.0003;0.4509;0.9973;0.2980;337.4309;19.1795;357.2872;0.0872;0.0091;0.0761;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.2123;270113.136469653;-3.4459;-0.3953;3.4171;-0.7970;-1.9072;3.5960;1.5947;-0.0188;4.6133;-4.4190;2.8736;3.7689;-1.4601;5.2765;5.4373;1.4101;3.0292;4.9837;-0.2205;-0.3795;0.8985;NULL;TRUE;-1;Wall Manager;-1.6802;-1.6612;6.6382;-0.0139;1.2080;-0.2017
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6429;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0136;1.2082;-0.2017;357.6290;345.9567;1.8052;0.1170;0.2340;0.0748;0.0011;0.0007;0.0001;-0.4839;1.0022;0.2974;331.6199;329.4417;359.8861;0.0717;0.3645;0.2002;-0.0046;-0.4157;0.9095;270242.438074;270242.3004675;0.0053;0.0109;0.0006;4.3251;1.8126;6.3479;0.0000;0.0000;0.0000;0.0004;0.0009;0.0001;0.4505;0.9981;0.2982;337.3337;19.0948;357.1277;0.0972;0.0847;0.1595;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.2433;270113.136469653;-3.4294;-0.3894;3.4349;-0.7786;-1.8989;3.6063;1.6158;-0.0062;4.6093;-4.4036;2.8796;3.7832;-1.4396;5.2886;5.4338;1.4304;3.0425;4.9735;-0.2165;-0.3776;0.9003;NULL;TRUE;-1;Wall Manager;-1.6466;-1.6413;6.6389;-0.0136;1.2082;-0.2017
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6430;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0134;1.2084;-0.2019;357.4781;346.2077;1.7613;0.1509;0.2510;0.0440;0.0014;0.0003;0.0000;-0.4852;1.0019;0.2974;331.5663;329.0756;359.6798;0.0536;0.3661;0.2063;-0.0046;-0.4157;0.9095;270242.470538;270242.3004675;0.0065;0.0145;0.0006;4.3185;1.8271;6.3484;0.0000;0.0000;0.0000;0.0002;0.0009;0.0002;0.4503;0.9990;0.2979;337.2691;19.1015;357.1275;0.0646;0.0067;0.0002;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.2773;270113.136469653;-3.4155;-0.3759;3.4533;-0.7661;-1.8886;3.6168;1.6353;0.0031;4.6049;-4.3837;2.8954;3.7980;-1.4093;5.3041;5.4301;1.4557;3.0529;4.9626;-0.2131;-0.3752;0.9021;NULL;TRUE;-1;Wall Manager;-1.6177;-1.6174;6.6396;-0.0134;1.2084;-0.2019
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6431;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0130;1.2086;-0.2021;357.3728;346.6473;1.6564;0.1053;0.4396;0.1049;0.0003;0.0007;0.0006;-0.4850;1.0026;0.2981;331.0760;329.4818;358.6971;0.4904;0.4062;0.9827;-0.0046;-0.4157;0.9095;270242.497254;270242.3004675;0.0037;0.0141;0.0005;4.3148;1.8412;6.3490;0.0000;0.0000;0.0000;0.0001;0.0005;0.0002;0.4503;0.9995;0.2977;337.2480;19.3234;357.2503;0.0211;0.2219;0.1229;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.3043;270113.136469653;-3.3908;-0.3631;3.4811;-0.7435;-1.8815;3.6265;1.6694;0.0062;4.5938;-4.3491;2.9107;3.8287;-1.3570;5.3150;5.4348;1.4993;3.0569;4.9486;-0.2070;-0.3735;0.9042;NULL;TRUE;-1;Wall Manager;-1.5685;-1.5983;6.6404;-0.0130;1.2086;-0.2021
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6432;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0129;1.2087;-0.2020;357.3125;346.8176;1.6369;0.0603;0.1703;0.0194;0.0018;0.0006;0.0007;-0.4832;1.0032;0.2987;330.7931;329.9590;358.2963;0.2829;0.4772;0.4008;-0.0046;-0.4157;0.9095;270242.521407;270242.3004675;0.0010;0.0085;0.0001;4.3158;1.8497;6.3489;0.0000;0.0000;0.0000;0.0002;0.0002;0.0001;0.4502;0.9997;0.2975;337.2497;19.2952;357.4176;0.0017;0.0281;0.1672;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.3273;270113.136469653;-3.3807;-0.3576;3.4926;-0.7338;-1.8774;3.6316;1.6830;0.0099;4.5900;-4.3361;2.9170;3.8400;-1.3379;5.3212;5.4350;1.5156;3.0610;4.9425;-0.2046;-0.3725;0.9052;NULL;TRUE;-1;Wall Manager;-1.5483;-1.5880;6.6408;-0.0129;1.2087;-0.2020
test@gmail.com;Sample;0.0320;0.0053;-0.0144;-0.0352;-0.0051;0.0155;6433;0.8013;0.1074;-0.2555;-0.6913;0.6759;0.3483;-0.0551;0.9358;-0.0127;1.2089;-0.2021;357.2651;346.9167;1.5790;0.0475;0.0991;0.0579;0.0017;0.0000;0.0005;-0.4815;1.0032;0.2993;330.8936;330.5082;358.3256;0.1006;0.5493;0.0293;-0.0046;-0.4157;0.9095;270242.547204;270242.3004675;0.0028;0.0037;0.0004;4.3131;1.8534;6.3493;0.0000;0.0000;0.0000;0.0001;0.0002;0.0002;0.4501;1.0000;0.2974;337.2289;19.2529;357.2845;0.0208;0.0423;0.1331;c0f1f606-0485-4810-a4ed-3efe6618ed31;2023-01-24 13:25:10.3538;270113.136469653;-3.3761;-0.3514;3.4991;-0.7308;-1.8741;3.6345;1.6899;0.0108;4.5877;-4.3271;2.9246;3.8461;-1.3234;5.3262;5.4347;1.5267;3.0623;4.9387;-0.2035;-0.3718;0.9058;NULL;TRUE;-1;Wall Manager;-1.5391;-1.5805;6.6410;-0.0127;1.2089;-0.2021
